,state,county,pop,black,white,asian,hispanic,income
27,1,57,16585,0.11926439553813688,0.8498643352426892,0.0065119083509195055,0.01718420259270425,502
28,1,17,33826,0.393750369538225,0.5759770590669899,0.011973038491101519,0.02270442854608881,660
29,1,99,21512,0.4149776868724433,0.5491818519895872,0.005578281889178133,0.014038676087764969,499
30,1,79,33171,0.10934249796508999,0.782068674444545,0.001326459859515842,0.021313798197220464,546
31,1,81,159287,0.2302447782932694,0.7030454462699405,0.04129024967511473,0.036820330598228354,856
32,1,93,29965,0.03660937760720841,0.9306190555648256,0.0016352411146337393,0.02509594526948106,493
33,1,107,20298,0.4122080993201301,0.5597595822248498,0.0006404571879002857,0.04591585377869741,502
34,1,119,12985,0.7197535618020793,0.24651520985752792,0.026030034655371584,0.0010011551790527532,500
35,1,73,659892,0.4268910670230886,0.5191622265461621,0.015532844768537881,0.03795772641583774,915
36,1,23,13075,0.42753346080305926,0.5674952198852773,0.000994263862332696,0.0055831739961759086,465
37,1,59,31542,0.044004818971530024,0.8391034176653351,0.0037727474478473147,0.1690761524316784,537
38,1,91,19538,0.5383355512334937,0.45321936738663116,0.0,0.00588596581021599,531
39,1,113,58213,0.4287186710872142,0.5025681548794942,0.008898356037311253,0.0535962757459674,775
40,1,19,25853,0.049007852086798434,0.9282094921285731,0.002127412679379569,0.015394731752601245,527
41,1,39,37351,0.12920671467966052,0.8466707718668844,0.004256914138845011,0.01617091911863136,567
42,1,41,13865,0.2306527226830148,0.7167688424089433,0.013559322033898305,0.01983411467724486,502
43,1,47,40029,0.7047390641784707,0.2812211146918484,0.005595942941367509,0.01029253791001524,589
44,1,77,92585,0.10113949343846196,0.8701301506723551,0.006610142031646595,0.026051736242371875,663
45,1,85,10236,0.7425752246971473,0.24872997264556468,0.0,0.006838608831574834,603
46,1,87,19054,0.8260732654560722,0.1587593156292642,0.00262412091949197,0.017214233231867323,586
47,1,83,93052,0.13398959721446074,0.8075377208442591,0.012616601470145724,0.05888105575377208,742
48,1,117,211261,0.12049076734465898,0.8027889672017079,0.02011256218611102,0.05739346116888588,1103
49,1,133,23875,0.003769633507853403,0.9633926701570681,0.0012984293193717277,0.030743455497382197,494
50,1,3,208107,0.09497037581628681,0.8626619959924462,0.008072770257607866,0.04494322632107522,931
51,1,51,81212,0.21427867802787764,0.748953356646801,0.004826872875929666,0.028899669999507462,899
52,1,71,52094,0.034533727492609516,0.9101240066034476,0.004127154758705417,0.028890083310937918,559
53,1,121,80565,0.32284490783839137,0.6419661143176317,0.005833798796003227,0.022565630236455036,624
54,1,129,16643,0.24550862224358588,0.6611187886799255,0.003725289911674578,0.010935528450399568,468
55,1,27,13378,0.14777993721034535,0.8301689340708626,0.001345492599790701,0.03102107938406339,466
56,1,103,119122,0.12783532848676146,0.8056110542133275,0.006505935091754672,0.08135357028928325,663
57,1,109,33403,0.380115558482771,0.5676136873933479,0.02140526300032931,0.007873544292428824,629
58,1,101,226941,0.5766520813779793,0.3651257375264937,0.02689685865489268,0.03414543868230069,873
59,1,95,95145,0.025813232434704923,0.9237164328130748,0.0059908560618004095,0.13622365862630723,646
60,1,9,57645,0.014953595281464133,0.9550524763639517,0.003434816549570648,0.09126550438025847,634
61,1,67,17124,0.2773300630693763,0.7112240130810559,0.0,0.026162111656155104,605
62,1,89,357560,0.24055263452287728,0.6819414923369504,0.025374762277659692,0.04836670768542343,906
63,1,1,55200,0.19139492753623188,0.7687862318840579,0.010289855072463768,0.027681159420289855,913
64,1,123,40636,0.2742641992322079,0.6952209863175509,0.0038143518062801456,0.023476720149621027,606
65,1,61,26491,0.09546638480993545,0.8633498169189536,0.004114604960175154,0.03876788343210902,551
0,2,195,3255,0.00706605222734255,0.7207373271889401,0.09278033794162827,0.10353302611367128,898
1,2,158,8198,0.007318858258111734,0.038911929738960724,0.003903391070992925,0.009880458648450842,471
2,2,16,5750,0.042782608695652175,0.2954782608695652,0.4,0.13878260869565218,1263
3,2,60,890,0.0044943820224719105,0.5629213483146067,0.0033707865168539327,0.035955056179775284,936
4,2,150,13649,0.0026375558648985276,0.5336654699978021,0.2303465455344714,0.0893105722030918,1441
5,2,188,7734,0.011249030256012413,0.11106801137832946,0.00982673907421774,0.011507628652702353,885
6,2,50,18040,0.006596452328159645,0.11008869179600887,0.010365853658536586,0.02378048780487805,641
7,2,185,9797,0.008574053281616822,0.3163213228539349,0.05593549045626212,0.02112891701541288,852
8,2,220,8738,0.011787594415197986,0.647173266193637,0.07232776379034105,0.06477454795147632,1125
9,2,90,99653,0.04508644998143558,0.7554313467733034,0.030786830301144975,0.07978686040560745,1410
10,2,130,13804,0.007461605331787888,0.6678498985801217,0.07693422196464793,0.050782381918284554,1256
11,2,170,103464,0.010834686460991262,0.8305014304492384,0.013888888888888888,0.04778473672001856,1328
12,2,180,9925,0.008967254408060453,0.16130982367758187,0.016120906801007556,0.025491183879093198,849
13,2,70,4975,0.013467336683417085,0.17587939698492464,0.01527638190954774,0.03477386934673367,763
14,2,282,689,0.002902757619738752,0.44847605224963716,0.08272859216255443,0.07256894049346879,800
15,2,164,1375,0.006545454545454545,0.22836363636363635,0.024727272727272726,0.013818181818181818,496
16,2,240,6876,0.006835369400814427,0.7662885398487492,0.02268760907504363,0.055410122164048864,699
17,2,20,296112,0.055516156049062515,0.629903550008105,0.09606162533095586,0.09066501864159507,1498
18,2,13,3425,0.04204379562043795,0.17664233576642335,0.25635036496350366,0.10102189781021897,777
19,2,261,9301,0.0026878830233308245,0.731426728308784,0.035157509945167184,0.05010213955488657,914
20,2,122,58220,0.006355204397114394,0.8328581243558915,0.015218138096873926,0.04079354173823428,1003
21,2,230,1061,0.012252591894439209,0.8642789820923656,0.017907634307257305,0.051837888784165884,1100
22,2,198,6474,0.0037071362372567192,0.4715786221810318,0.011739264751312943,0.03768921841210998,533
23,2,100,2518,0.0003971405877680699,0.8101667990468626,0.02938840349483717,0.03852263701350278,989
24,2,110,32330,0.01005258274048871,0.6861119703062172,0.07157438911227962,0.06566656356325394,1477
25,2,290,5415,0.0012927054478301017,0.22696214219759925,0.006094182825484765,0.024192059095106185,457
26,2,68,2232,0.008064516129032258,0.8109318996415771,0.04525089605734767,0.004032258064516129,701
27,2,105,2132,0.03189493433395872,0.4554409005628518,0.028142589118198873,0.06660412757973734,590
0,4,13,4253913,0.05470022541598758,0.7761827757173219,0.041547629206333085,0.30820823086884946,1126
1,4,9,37879,0.01985268882494258,0.7898043770954882,0.006494363631563663,0.3287573589587898,758
2,4,23,46584,0.005323716297441181,0.8512794092392237,0.009230637128627855,0.835029194573244,740
3,4,12,20701,0.008212163663591131,0.7687551326022898,0.007632481522631757,0.2711946282788271,397
4,4,15,206064,0.010977172140694153,0.9051071511763336,0.01219038745244196,0.16247864741051324,732
5,4,5,140217,0.013329339523738206,0.638310618541261,0.020739282683269505,0.14025403481746151,1058
6,4,25,224645,0.005671170068330031,0.915431013376661,0.010002448307329341,0.144499098577756,892
7,4,11,9504,0.02241161616161616,0.9093013468013468,0.0030513468013468013,0.4644360269360269,441
8,4,21,419721,0.044748773590075314,0.8019875107511895,0.018081058607980063,0.29870556869920734,955
9,4,19,1019722,0.035277261841953005,0.7624156387721359,0.028904936835725814,0.3695379721139683,913
10,4,7,53400,0.005936329588014981,0.7695692883895131,0.009101123595505618,0.18711610486891386,643
11,4,3,126279,0.03748841850188867,0.849254428685688,0.018704614385606475,0.3531703608676027,769
12,4,1,71522,0.007172618215374291,0.2287687704482537,0.003998769609350969,0.06214870948798971,284
13,4,27,207829,0.021642792872986927,0.7498568534708823,0.013155045734714597,0.633549697106756,801
0,5,41,11887,0.4707663834440986,0.4925548918987129,0.00328089509548246,0.058719609657609154,478
1,5,49,12139,0.005848916714721147,0.9626822637779059,0.0004942746519482659,0.01507537688442211,526
2,5,61,13389,0.20621405631488535,0.6695048173874075,0.0025393980132944953,0.12181641646127418,546
3,5,51,98296,0.08170220558313665,0.8621612273134207,0.005320664116545943,0.055282005371530885,702
4,5,93,42831,0.3518479605892928,0.6038383413882469,0.005510027783614671,0.04034461021222946,599
5,5,115,63644,0.029774998428759976,0.9117905851297844,0.0102759097479731,0.08740808245867639,650
6,5,117,8244,0.13015526443474043,0.8535904900533722,0.003517709849587579,0.007399320718098011,494
7,5,139,39732,0.32648746602234974,0.6414225309574146,0.005713278969092923,0.03875968992248062,589
8,5,147,6660,0.27702702702702703,0.6956456456456457,0.013663663663663663,0.0018018018018018018,483
9,5,23,25230,0.005548949663099485,0.9699960364645264,0.006024573919936584,0.024494649227110584,591
10,5,25,8226,0.11232676878191102,0.8638463408704109,0.00036469730123997083,0.018721128130318503,548
11,5,67,17225,0.12441219158200291,0.7846734397677794,0.00040638606676342525,0.02815674891146589,528
12,5,57,22018,0.3048869107094196,0.5934689799255155,0.0007720955581796712,0.12653283676991553,600
13,5,135,17043,0.00698233879011911,0.9514756791644664,0.0011148272017837235,0.021885818224490993,508
14,5,137,12446,0.0007231238952273823,0.9660935240237828,0.0011248593925759281,0.01896191547485136,494
15,5,143,228529,0.03565849410796879,0.7760809350235638,0.024924626633818902,0.16650840812325787,823
16,5,5,41219,0.0017952885805089887,0.9659137776268226,0.00417283291685873,0.022489628569349086,627
17,5,3,20537,0.2567560987486001,0.717582899157618,0.002288552368895165,0.05341578614208502,496
18,5,31,105701,0.13833360138503892,0.7944957947417716,0.012563741118816283,0.049696786217727364,761
19,5,55,44623,0.016135176926696995,0.9539026959191448,0.0028908858660332114,0.027878000134459808,675
20,5,105,10322,0.018988568106956018,0.9279209455531874,0.0,0.028773493509009884,546
21,5,111,24054,0.04776752307308556,0.8857570466450486,0.0004988775255674732,0.029392200881350295,534
22,5,133,17193,0.05083464200546734,0.6315360902692957,0.0035479555633106496,0.3317047635665678,534
23,5,13,5202,0.21626297577854672,0.7616301422529796,0.0,0.039600153787004995,458
24,5,19,22385,0.24007147643511279,0.712039312039312,0.006968952423497878,0.04690641054277418,594
25,5,75,16669,0.010378547003419522,0.9674845521626972,0.0009598656188133662,0.014397984282200491,507
26,5,95,7249,0.3996413298385984,0.5598013519106083,0.004276451924403366,0.02745206235342806,467
27,5,29,20906,0.10915526643068975,0.8516693772122835,0.0009088300009566631,0.03884052425141108,587
28,5,101,7848,0.00025484199796126404,0.9473751274209989,0.0022935779816513763,0.009301732925586137,446
29,5,1,18124,0.25805561686161993,0.7253365702935335,0.0,0.030567203707790775,604
30,5,85,72206,0.06064592970113287,0.8902584272775116,0.007353959504750298,0.04426224967454228,858
31,5,15,27887,0.012012765804855309,0.9260945960483379,0.011976906802452756,0.14996234804747732,582
32,5,123,26294,0.5561725108389747,0.4085722978626303,0.005780786491214726,0.026926294972237013,560
33,5,119,393463,0.36473060999382406,0.5654102164625391,0.021836869032158042,0.06119508060478368,878
34,5,99,8440,0.3468009478672986,0.6336492890995261,0.003080568720379147,0.002843601895734597,518
35,5,37,16998,0.19461113072126132,0.746852570890693,0.0005883045064125191,0.01941404871161313,680
36,5,39,7432,0.41617330462863295,0.5547631862217438,0.0034983853606027986,0.03081270182992465,521
37,5,27,23892,0.3495312238406161,0.6058931860036832,0.011175288799598192,0.027205759249958144,573
38,5,125,118009,0.070274301112627,0.8914743790727826,0.01188892372615648,0.04619139218195222,861
39,5,141,16684,0.00485495085111484,0.9587628865979382,0.000839127307600096,0.030448333732917766,578
40,5,65,13559,0.01873294490744155,0.9466037318386311,0.0013275315288738107,0.022273028984438382,538
41,5,63,37264,0.018597037355088022,0.9191713181623015,0.0063331902103907255,0.06185594675826535,662
42,5,83,21757,0.013466930183389254,0.9148779703084065,0.02311899618513582,0.029507744633910926,549
43,5,53,18086,0.029912639610748644,0.9500165874156806,0.0004976224704191087,0.026595156474621254,670
44,5,47,17780,0.00967379077615298,0.9416760404949381,0.005905511811023622,0.03065241844769404,566
45,5,109,10808,0.0328460399703923,0.9011843079200592,0.004996299037749815,0.06504441154700222,500
46,5,69,70424,0.5664120186300124,0.4008718618652732,0.009386004771100761,0.020333977053277292,660
47,5,97,8993,0.002223951962637607,0.9123762926720783,0.013566106972089403,0.04258868008451017,449
48,5,127,10442,0.002681478643937943,0.8790461597395135,0.00900210687607738,0.07584753878567324,477
49,5,131,127461,0.06964483253701133,0.749036960325119,0.04385655220028087,0.14012129200304407,697
50,5,33,62472,0.015655013446023817,0.8835318222563708,0.018744397490075553,0.07547381226789601,675
51,5,17,10826,0.5413818584888233,0.4371882505080362,0.003971919453168299,0.05357472750785147,520
52,5,71,26291,0.016127191814689436,0.9141150964208284,0.018637556578296757,0.1379559545091476,597
53,5,77,9398,0.5653330495850181,0.42328154926580125,0.001383273036816344,0.017769738242179187,494
54,5,73,6915,0.36630513376717283,0.6067968185104845,0.005061460592913955,0.02487346348517715,403
55,5,107,19034,0.6263003047178732,0.36214143112325314,0.0005779132079436797,0.018020384574971106,535
56,5,149,21573,0.025123997589579568,0.785982478097622,0.011171371621934826,0.1999721874565429,619
57,5,11,10948,0.29009864815491415,0.6538180489587139,0.0,0.15107782243332116,537
58,5,113,20163,0.004513217279174726,0.9194068343004513,0.007786539701433319,0.06541685265089521,534
59,5,103,24106,0.4108520700240604,0.5664564838629387,0.0006222517215630964,0.022649962664896706,496
60,5,81,12417,0.22243698155754207,0.7351212047998712,0.0035435290327776436,0.00861721832970927,497
61,5,91,43759,0.247811878699239,0.7049064192508969,0.0041134395210128205,0.0321076807056834,662
62,5,145,78804,0.04068321405004822,0.90915435764682,0.0070047205725597686,0.042916603218110756,693
63,5,21,15061,0.006174888785605206,0.9589668680698493,0.0,0.019918996082597437,498
64,5,43,18502,0.28823910928548263,0.6864663279645443,0.0023240730731812777,0.032915360501567396,588
65,5,121,17603,0.01141850820882804,0.9574504345850139,0.0,0.01954212350167585,530
66,5,9,37288,0.004183651576914825,0.9612475863548595,0.005149109633125939,0.02410963312593864,612
67,5,79,13695,0.3133990507484483,0.6647681635633443,0.0,0.03767798466593647,513
68,5,35,49013,0.48536102666639463,0.444025054577357,0.007181768102340195,0.02468732785179442,731
69,5,45,122416,0.11357992419291596,0.8222127826427917,0.013347928375375767,0.04048490393412626,833
70,5,89,16438,0.00882102445552987,0.9614916656527558,0.004319260250638764,0.022265482418785742,531
71,5,129,7923,0.006815600151457781,0.9366401615549665,0.0121166224914805,0.023097311624384703,468
72,5,7,258980,0.01683141555332458,0.8788670939840915,0.03808016063016449,0.16440265657579736,936
73,5,59,33520,0.12028639618138424,0.8456443914081145,0.004206443914081146,0.03424821002386635,573
0,6,47,269075,0.03260057604757038,0.5737285143547338,0.07481557186657994,0.5890327975471523,1024
1,6,43,17540,0.009464082098061573,0.8881984036488028,0.013854047890535917,0.1088369441277081,834
2,6,49,8938,0.016670396061758783,0.9002013873349742,0.015663459386887447,0.14455135377041844,650
3,6,13,1133247,0.08588860151405651,0.572095050770044,0.16330508706398517,0.2542261307552546,1905
4,6,27,18085,0.008902405308266519,0.8049212054188554,0.016035388443461432,0.21714127730163119,874
5,6,99,539301,0.02880395178202896,0.7580497718342818,0.05423316478181943,0.45609594641953194,1187
6,6,83,443738,0.019439398924590637,0.7752908247659654,0.053777228905345045,0.45085162866376105,1628
7,6,33,64148,0.024349940761987904,0.7710762611460996,0.01030429631477209,0.20000623558022074,905
8,6,21,27897,0.009140767824497258,0.8290138724594043,0.029393841631716672,0.4123740904039861,837
9,6,7,227075,0.015312121545744798,0.8195309919630078,0.044703291863921614,0.16011449961466476,1018
10,6,31,150075,0.06454772613693154,0.6558654006330168,0.039620189905047475,0.5407562885224054,1031
11,6,63,18699,0.010374886357559229,0.8906358628803679,0.010695759131504359,0.087116958126103,935
12,6,79,281455,0.018706365138299194,0.8600948641878808,0.03636105238848129,0.2238439537403848,1512
13,6,19,978130,0.048431190128101584,0.6414658583214911,0.10225327921646407,0.5274421600400765,1068
14,6,29,883053,0.05455957909661142,0.7514747132958044,0.04738333939185983,0.5275357198265562,1054
15,6,59,3164182,0.017297361529772938,0.616558086734581,0.2008961557837065,0.3413820696786721,1905
16,6,111,848112,0.017491793536702698,0.8020131775048579,0.07283471994264909,0.42449228403795725,1870
17,6,9,45235,0.006676246269481596,0.9146678456947054,0.012556648612799823,0.11709959102464905,1293
18,6,101,95872,0.020923731642189587,0.6962616822429907,0.15265145193591456,0.30617907209612816,1099
19,6,81,765935,0.023303544034415452,0.5105185165843055,0.28114265570838254,0.24675984254538572,2354
20,6,109,53932,0.01716976933916784,0.8749721871986946,0.013887858785136839,0.12102276941333531,1076
21,6,77,732212,0.07104909507082648,0.5626212080654237,0.15432279175976357,0.4114327544481653,1291
22,6,5,37829,0.02088344920563589,0.8720558301831928,0.013190938169129503,0.1356631155991435,1078
23,6,51,14174,0.007407930012699309,0.8478199520248342,0.023917031183857768,0.27275292789614786,1253
24,6,69,59416,0.007405412683452269,0.8221859431802881,0.029268210583007943,0.5932408778780126,1756
25,6,67,1510023,0.09871637716776499,0.5799865300064966,0.1559406711023607,0.22981438031076348,1318
26,6,17,186661,0.008003814401508618,0.8796802760083788,0.04441741981453008,0.12659848602546864,1572
27,6,53,433212,0.025853392796136763,0.5925713045806672,0.056189579236032246,0.5830586410348744,1488
28,6,75,870044,0.05218356772760918,0.46726142585892205,0.342128673952122,0.15246470293456424,1974
29,6,73,3302833,0.050384624351276615,0.7071041739016172,0.11820700592491355,0.33514410204815076,1723
30,6,107,460477,0.015909589404031036,0.7649871763410551,0.03574988544487564,0.6409636094745231,982
31,6,23,135768,0.011674326792764127,0.8012491897943551,0.030640504389841495,0.11313417005479937,987
32,6,3,1146,0.007853403141361256,0.6308900523560209,0.006980802792321117,0.09162303664921466,1176
33,6,39,155013,0.03242308709592099,0.7200750904762826,0.021249830659364054,0.5728938863192119,1078
34,6,87,273765,0.009482585429108908,0.761514437565065,0.04602852811718079,0.3348711486128614,1802
35,6,105,12862,0.0067641113357176175,0.865806250971855,0.01609392007463847,0.0723060177266366,712
36,6,65,2383286,0.064425755028981,0.6084599162668685,0.0638320369439505,0.4844223479683093,1441
37,6,71,2135413,0.0835454312584966,0.6111450103563104,0.07016769121476736,0.5281474824776284,1320
38,6,41,260295,0.02193280700743387,0.7811982558251215,0.05762692329856509,0.15880059163641252,2344
39,6,61,380077,0.016304590911841547,0.8251906850453987,0.0724458464995251,0.13812464316441142,1688
40,6,89,179085,0.012334924756400592,0.8702013010581567,0.03030404556495519,0.0983052740318843,1044
41,6,95,438530,0.14098465327343626,0.5270996283036509,0.15463708298178003,0.26088523020089843,1635
42,6,11,21464,0.016865449124114796,0.8784010436079016,0.015095042862467387,0.5895918747670518,994
43,6,103,63373,0.0074321872090637965,0.8539756678711754,0.015211525413030787,0.24652454515329872,892
44,6,115,75493,0.03221490734240261,0.7463473434623078,0.06760891738306862,0.2780390234856212,1075
45,6,35,31185,0.08779862113195447,0.8232162898829566,0.01401314734648068,0.18707712041045374,895
46,6,97,501317,0.015878176882092566,0.7490649628877537,0.040068459677210226,0.2652712754604372,1651
47,6,25,180216,0.025474985572868113,0.6426565898699339,0.014893239224042261,0.8379888578150664,931
48,6,1,1643700,0.10776601569629495,0.41475025856299813,0.2959384315872726,0.22453063211048244,1904
49,6,55,140530,0.02040133779264214,0.730883085462179,0.08092933893118907,0.33933679641357717,1733
50,6,91,2930,0.0020477815699658703,0.9863481228668942,0.0,0.110580204778157,877
51,6,113,214977,0.027137786833010043,0.6781097512757178,0.13774496806635128,0.3154244407541272,1382
52,6,57,99092,0.006610018972268195,0.9241815686432809,0.010172365074879909,0.09366043676583377,1359
53,6,45,87422,0.00607398595319256,0.8364141749216444,0.019320079613827184,0.2479810573997392,1095
54,6,37,10098052,0.08159860931593539,0.5136494642729112,0.14556946230817588,0.48460861560229634,1550
55,6,85,1922200,0.02500156071168453,0.45024451149724276,0.35853501196545623,0.257754135885964,2288
56,6,93,43540,0.014515388148828664,0.8491272393201653,0.0155718879191548,0.12255397335783187,790
0,8,95,4318,0.002779064381658175,0.9629458082445577,0.003473830477072719,0.21861973135710977,705
1,8,7,12908,0.019290362565850636,0.8374651378989774,0.010303687635574838,0.18368453672141308,942
2,8,31,693417,0.09356707435785393,0.7647317559275298,0.03770170041980511,0.3026447289293455,1299
3,8,61,1449,0.011732229123533472,0.9199447895100069,0.0,0.053830227743271224,526
4,8,55,6583,0.005772444174388576,0.941667932553547,0.0,0.34543521190946375,599
5,8,9,3563,0.009823182711198428,0.9477968004490598,0.0,0.10693236037047432,506
6,8,47,5924,0.0025320729237002025,0.9395678595543552,0.0,0.0925050641458474,1233
7,8,63,7635,0.025540275049115914,0.9017681728880157,0.0032743942370661427,0.1920104780615586,688
8,8,51,16537,0.006228457398560803,0.9522888069178207,0.005019048194956763,0.09264074499606942,1024
9,8,79,823,0.02187120291616039,0.8845686512758202,0.006075334143377886,0.0959902794653706,783
10,8,91,4722,0.0,0.9739517153748412,0.0044472681067344345,0.042566709021601014,1122
11,8,115,2350,0.01276595744680851,0.9212765957446809,0.015319148936170212,0.13574468085106384,546
12,8,123,295123,0.011625661165005777,0.9064491754285501,0.014661683433686972,0.2924949936128326,1230
13,8,27,4640,0.02564655172413793,0.9338362068965518,0.0,0.09568965517241379,598
14,8,23,3687,0.004610794684024953,0.9066992134526716,0.014917276918904258,0.6257119609438568,500
15,8,35,328614,0.013572154564321667,0.8924330673677933,0.044733334550566925,0.08520026535692332,1884
16,8,65,7585,0.001054713249835201,0.8611733684904417,0.012524719841793012,0.3092946605141727,943
17,8,67,55101,0.0047367561387270645,0.8781147347598047,0.006188635414965246,0.1275475944175242,1176
18,8,97,17909,0.016583840527109275,0.9110503099000502,0.015076218661008431,0.09922385392819252,1324
19,8,105,11351,0.008633600563826976,0.911285349308431,0.002114351158488239,0.44454233107215224,634
20,8,11,5809,0.039593733861249786,0.9149595455327939,0.00585298674470649,0.3198485109313135,613
21,8,25,5630,0.036589698046181174,0.8841918294849023,0.003374777975133215,0.3103019538188277,658
22,8,111,544,0.0,0.9871323529411765,0.0,0.08823529411764706,920
23,8,69,338161,0.00968473596896153,0.9145614071403858,0.022193570518185126,0.11332767527893518,1292
24,8,75,21689,0.00931347687767993,0.9248928028032644,0.007561436672967864,0.1587440638111485,749
25,8,113,7968,0.002008032128514056,0.9559487951807228,0.01267570281124498,0.10291164658634538,1307
26,8,119,24113,0.007921038443992867,0.9465018869489487,0.010119022933687223,0.06353419317380667,1130
27,8,39,25162,0.004848581193863763,0.9329941975995549,0.009657419918925363,0.06728399968206025,1789
28,8,71,14179,0.008533747090768037,0.8545736652796388,0.007334790887932858,0.4205515198533042,717
29,8,73,5548,0.0958904109589041,0.8673395818312906,0.006669069935111752,0.21683489545782264,724
30,8,117,30429,0.009366065266686385,0.9047290413750041,0.004929508035098097,0.14302145979164613,1471
31,8,3,16444,0.011615178788615909,0.8694356604232547,0.010824616881537338,0.45864753101435174,711
32,8,29,30346,0.009589402227641205,0.947999736373822,0.010215514400579977,0.15142028603440322,803
33,8,43,47002,0.041168460916556744,0.8981107186928216,0.006935875069145994,0.13161142079060464,783
34,8,15,19164,0.019098309329993738,0.9317992068461699,0.007983719474013776,0.10097056981840952,882
35,8,45,58538,0.003997403396084595,0.8732788957600192,0.009258942908879702,0.28164611021900304,1297
36,8,59,570427,0.011638649643162052,0.9074675637724021,0.028475159836403256,0.15278554486375995,1409
37,8,103,6465,0.0038669760247486465,0.9339520494972932,0.0009280742459396752,0.10054137664346481,749
38,8,21,8142,0.004421518054532056,0.9026037828543355,0.0012281994595922379,0.5299680668140506,519
39,8,1,497115,0.033179445399957756,0.8250243907345383,0.038759643140923124,0.39684781187451595,1344
40,8,37,54357,0.009658369667200177,0.8877973398090402,0.007800283312176905,0.29692587891163974,1631
41,8,81,13060,0.011485451761102604,0.944104134762634,0.0,0.15183767228177641,805
42,8,17,2039,0.000980872976949485,0.9396763119176067,0.0230505149583129,0.17018146150073565,518
43,8,33,1841,0.0,0.9668658337859859,0.0,0.05866376969038566,462
44,8,57,1296,0.0,0.9344135802469136,0.0,0.19598765432098766,483
45,8,83,25909,0.002007024586051179,0.8126133775907985,0.002200007719325331,0.12435833108186345,741
46,8,13,321030,0.008806030589041523,0.886892190760988,0.04665919072983833,0.13788742485126002,1483
47,8,125,10069,0.02363690535306386,0.9288906544840599,0.0,0.22951633727281756,715
48,8,107,24874,0.007759105893704269,0.9488220631985206,0.010412478893623863,0.06995256090697113,1347
49,8,19,9379,0.010981981021430855,0.9467960336922913,0.010448875146604116,0.06589188612858514,1038
50,8,101,164685,0.021465221483438077,0.7957858942830252,0.009090081063849167,0.4289218811670765,856
51,8,93,17392,0.0028173873045078198,0.9468146274149034,0.009027138914443423,0.060430082796688135,1238
52,8,77,149998,0.0068867584901132015,0.9405192069227589,0.009393458579447726,0.14419525593674581,980
53,8,41,688153,0.06289589669739143,0.7954175888210907,0.02797343032726734,0.16807890105834022,1230
54,8,5,636671,0.10652440585482927,0.7162050729497652,0.05862682610013649,0.1906086503076157,1396
55,8,85,41268,0.003755936803334303,0.9428370650382863,0.009038480178346419,0.2053891635165261,835
56,8,87,28257,0.03376154581165729,0.8834625048660509,0.0058746505290724425,0.35909686095480764,866
57,8,109,6468,0.0,0.9189857761286333,0.0,0.3658008658008658,621
