lon,lat,6to9,9to12,12to15,15to18
-87.58195122,41.79774775,0.224457538,0.284134138,0.31523521,0.218219014
-87.75268293,41.80675676,0.188408297,0.270459414,0.3396939,0.244989386
-87.7404878,41.80675676,0.171250012,0.295812739,0.326908838,0.231078845
-87.72829268,41.80675676,0.151771722,0.284053544,0.322247929,0.227071195
-87.71609756,41.80675676,0.170248204,0.276805432,0.321974022,0.240887104
-87.70390244,41.80675676,0.18360967,0.273779476,0.314762248,0.237173369
-87.69170732,41.80675676,0.185696173,0.276714649,0.309987147,0.220652169
-87.6795122,41.80675676,0.195587619,0.279862539,0.310425235,0.212310725
-87.66731707,41.80675676,0.203241474,0.27320525,0.295864758,0.229567806
-87.65512195,41.80675676,0.219566446,0.281751034,0.296691385,0.206918514
-87.64292683,41.80675676,0.225159687,0.28519048,0.307374188,0.204751832
-87.63073171,41.80675676,0.223576248,0.279152311,0.308944641,0.20490839
-87.61853659,41.80675676,0.215826536,0.278262367,0.294255127,0.208655709
-87.60634146,41.80675676,0.214362649,0.284759578,0.299570573,0.213294652
-87.59414634,41.80675676,0.2133802,0.290999498,0.304017282,0.203662971
-87.7404878,41.81576577,0.169603188,0.277644477,0.32572857,0.230777484
-87.72829268,41.81576577,0.167164326,0.282668909,0.315719078,0.230317852
-87.71609756,41.81576577,0.172219642,0.272545092,0.319263937,0.231480999
-87.70390244,41.81576577,0.184603379,0.271257335,0.31250822,0.22314128
-87.69170732,41.81576577,0.189530896,0.275805081,0.31525819,0.210588634
-87.6795122,41.81576577,0.18543105,0.280081961,0.308857409,0.22559763
-87.66731707,41.81576577,0.186714312,0.282650796,0.301088169,0.233600089
-87.65512195,41.81576577,0.20476741,0.280085462,0.301170361,0.216485639
-87.64292683,41.81576577,0.22351935,0.28178654,0.310130565,0.203042949
-87.63073171,41.81576577,0.2203964,0.275841442,0.308508459,0.196961404
-87.61853659,41.81576577,0.207087836,0.286844566,0.284888977,0.198996666
-87.60634146,41.81576577,0.202287546,0.287091815,0.334741074,0.18858818
-87.59414634,41.81576577,0.207708784,0.279782673,0.32243498,0.179533258
-87.72829268,41.82477477,0.168637007,0.285012697,0.324566865,0.232368645
-87.71609756,41.82477477,0.174418393,0.2726498,0.316991535,0.224045774
-87.70390244,41.82477477,0.187442911,0.278408015,0.310121944,0.219349202
-87.69170732,41.82477477,0.190232443,0.294784361,0.300625047,0.22487025
-87.6795122,41.82477477,0.189062854,0.282999794,0.299168292,0.229866483
-87.66731707,41.82477477,0.194207317,0.282030967,0.306192358,0.221133222
-87.65512195,41.82477477,0.209516554,0.283185576,0.313328233,0.213976942
-87.64292683,41.82477477,0.219737086,0.288849573,0.312068127,0.206147483
-87.63073171,41.82477477,0.216358816,0.283716803,0.311331148,0.193834472
-87.61853659,41.82477477,0.207141113,0.290667818,0.321167343,0.179038317
-87.60634146,41.82477477,0.21033801,0.288613674,0.335248781,0.179620637
-87.72829268,41.83378378,0.173102938,0.273366714,0.318378984,0.220657016
-87.71609756,41.83378378,0.173907647,0.272140167,0.316966192,0.223002213
-87.70390244,41.83378378,0.188375381,0.287175348,0.310901287,0.22015107
-87.69170732,41.83378378,0.18721504,0.291754934,0.308138404,0.223118584
-87.6795122,41.83378378,0.193954369,0.286855699,0.309264195,0.223304815
-87.66731707,41.83378378,0.20471765,0.280834949,0.318153288,0.22410261
-87.65512195,41.83378378,0.217866768,0.290304526,0.308782639,0.21772189
-87.64292683,41.83378378,0.216201972,0.298202711,0.315231184,0.210637808
-87.63073171,41.83378378,0.212817832,0.295317212,0.321213942,0.19037579
-87.61853659,41.83378378,0.210262778,0.299261516,0.331334422,0.174307277
-87.60634146,41.83378378,0.214600822,0.29798717,0.328944999,0.170849485
-87.72829268,41.84279279,0.183001747,0.273770696,0.325320475,0.213504016
-87.71609756,41.84279279,0.186026729,0.277631043,0.317904175,0.204801718
-87.70390244,41.84279279,0.197183025,0.288340872,0.325953478,0.215147333
-87.69170732,41.84279279,0.200750865,0.289291497,0.330827202,0.214957892
-87.6795122,41.84279279,0.1920286,0.28685487,0.328923712,0.21535728
-87.66731707,41.84279279,0.207379814,0.289374745,0.322914694,0.218397184
-87.65512195,41.84279279,0.210778228,0.293996071,0.327381787,0.210289999
-87.64292683,41.84279279,0.214767142,0.303309714,0.326902214,0.223662791
-87.63073171,41.84279279,0.220044626,0.314435074,0.326694292,0.192770152
-87.61853659,41.84279279,0.219987194,0.320126221,0.326984477,0.187975631
-87.72829268,41.8518018,0.190325964,0.272745369,0.33479116,0.211323126
-87.71609756,41.8518018,0.19441317,0.281652731,0.328515612,0.203886165
-87.70390244,41.8518018,0.199372828,0.291036779,0.322596166,0.206825323
-87.69170732,41.8518018,0.204235576,0.301267108,0.32937434,0.202787515
-87.6795122,41.8518018,0.202276111,0.299878582,0.332412309,0.20563238
-87.66731707,41.8518018,0.203587818,0.29656285,0.332207652,0.205783478
-87.65512195,41.8518018,0.204058285,0.309699125,0.334171728,0.203308037
-87.64292683,41.8518018,0.209987824,0.329254912,0.326488151,0.198115705
-87.63073171,41.8518018,0.215469717,0.341823287,0.329328562,0.181758104
-87.61853659,41.8518018,0.219765748,0.354176279,0.32968452,0.180430819
-87.72829268,41.86081081,0.20442255,0.274482263,0.324295761,0.197308734
-87.71609756,41.86081081,0.199393221,0.283943771,0.319489304,0.198372052
-87.70390244,41.86081081,0.202871719,0.297013193,0.328175846,0.201049237
-87.69170732,41.86081081,0.204963395,0.296820065,0.322174572,0.205658442
-87.6795122,41.86081081,0.207961793,0.304962784,0.321149127,0.187933183
-87.66731707,41.86081081,0.207501979,0.3139562,0.32147342,0.202401258
-87.65512195,41.86081081,0.208326571,0.327704669,0.341879424,0.200728505
-87.64292683,41.86081081,0.204191493,0.358366036,0.328227627,0.207070028
-87.63073171,41.86081081,0.210464686,0.369915891,0.33809795,0.18280204
-87.61853659,41.86081081,0.213757887,0.421611744,0.384767991,0.172269849
-87.60634146,41.86081081,0.213706538,0.3802827,0.33334998,0.191716662
-87.76487805,41.86981982,0.212231423,0.266664656,0.324206473,0.184556801
-87.75268293,41.86981982,0.206665133,0.260156877,0.321610372,0.174896651
-87.7404878,41.86981982,0.209620949,0.262501107,0.325177889,0.18792817
-87.72829268,41.86981982,0.214273973,0.272131315,0.323817956,0.196765146
-87.71609756,41.86981982,0.206167129,0.281688239,0.310241777,0.200097766
-87.70390244,41.86981982,0.20317371,0.2899504,0.322121158,0.195015317
-87.69170732,41.86981982,0.204820861,0.293841222,0.334605808,0.202251891
-87.6795122,41.86981982,0.213737109,0.308338021,0.327824434,0.196391459
-87.66731707,41.86981982,0.2102856,0.323571783,0.327918885,0.196198163
-87.65512195,41.86981982,0.206648616,0.347536395,0.337920484,0.180138824
-87.64292683,41.86981982,0.20274577,0.38838167,0.331552422,0.193521337
-87.63073171,41.86981982,0.206414904,0.448189982,0.328533445,0.171432593
-87.61853659,41.86981982,0.210646912,0.450411432,0.335712104,0.150980642
-87.76487805,41.87882883,0.217054782,0.257759825,0.335871936,0.188876203
-87.75268293,41.87882883,0.215698441,0.270951803,0.338858469,0.191310669
-87.7404878,41.87882883,0.212464171,0.271217678,0.324366638,0.175047196
-87.72829268,41.87882883,0.210621335,0.273695997,0.317417375,0.194893018
-87.71609756,41.87882883,0.206974552,0.284976908,0.318401976,0.214491104
-87.70390244,41.87882883,0.201269362,0.277576009,0.30606082,0.204884658
-87.69170732,41.87882883,0.200437511,0.292820666,0.321843764,0.198785083
-87.6795122,41.87882883,0.204042262,0.311950789,0.326706103,0.195175973
-87.66731707,41.87882883,0.206161765,0.330421379,0.322388652,0.192506761
-87.65512195,41.87882883,0.204058591,0.354053615,0.325242295,0.192635168
-87.64292683,41.87882883,0.199967863,0.398670226,0.330608609,0.214146162
-87.63073171,41.87882883,0.199313368,0.462650977,0.337173241,0.156628337
-87.61853659,41.87882883,0.203264334,0.468545973,0.333494734,0.134362254
-87.76487805,41.88783784,0.222650605,0.257188874,0.351664097,0.206450314
-87.75268293,41.88783784,0.227866506,0.261836778,0.330170851,0.201572098
-87.7404878,41.88783784,0.213769695,0.261408566,0.332896028,0.201661096
-87.72829268,41.88783784,0.207536999,0.26180466,0.331618738,0.200372718
-87.71609756,41.88783784,0.206046429,0.277938885,0.329695002,0.204293838
-87.70390244,41.88783784,0.202368494,0.271234753,0.321285132,0.200368289
-87.69170732,41.88783784,0.199573856,0.295460139,0.328517377,0.204053962
-87.6795122,41.88783784,0.200726885,0.316009261,0.328467268,0.20089657
-87.66731707,41.88783784,0.210194189,0.332773122,0.321344878,0.179342032
-87.65512195,41.88783784,0.199161952,0.346124216,0.318419408,0.187816821
-87.64292683,41.88783784,0.189322035,0.381666121,0.32545168,0.191206616
-87.63073171,41.88783784,0.192660152,0.433245809,0.324441972,0.139557614
-87.61853659,41.88783784,0.195096262,0.449015959,0.327837842,0.131572537
-87.76487805,41.89684685,0.223870652,0.249910662,0.335040052,0.200203717
-87.75268293,41.89684685,0.225527355,0.254611086,0.333317123,0.207365078
-87.7404878,41.89684685,0.212386967,0.25818608,0.334912786,0.204818499
-87.72829268,41.89684685,0.211759564,0.262940891,0.337373668,0.20750974
-87.71609756,41.89684685,0.209123982,0.254322143,0.332989138,0.214377525
-87.70390244,41.89684685,0.208931852,0.273967827,0.329212915,0.217942273
